block_id,name,category,subcategory,origin,function,archetype,implementation_tier,protocol_status,timing_status,cdc_status,numeric_status,core,source_file,testbench_file,static_validation,ghdl_analysis,functional_simulation
1495,profinet_packet_engine_multi_channel,Industrial Protocols,Fieldbus and deterministic control,Generated family variant,Implements or assists industrial communication and deterministic I/O. Architecture variant: **multi channel**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/industrial_protocols/profinet_packet_engine_multi_channel.vhd,tb/blocks/industrial_protocols/tb_profinet_packet_engine_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1496,sha2_engine_multi_context,Cryptography,"Encryption, authentication and key services",Generated family variant,"Provides cryptographic transformations, authentication, or key derivation. Architecture variant: **multi context**.",crypto_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_crypto_shell_core,rtl/blocks/cryptography/sha2_engine_multi_context.vhd,tb/blocks/cryptography/tb_sha2_engine_multi_context.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1497,ecc_controller_multi_channel,Safety and Reliability,Fault detection and safe operation,Generated family variant,"Detects faults, contains errors, reports health, or forces a safe state. Architecture variant: **multi channel**.",safety,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_safety_monitor_core,rtl/blocks/safety_and_reliability/ecc_controller_multi_channel.vhd,tb/blocks/safety_and_reliability/tb_ecc_controller_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1498,protocol_monitor_coverage_driven,Debug and Verification,On-chip debug and reusable verification,Generated family variant,"Observes, stimulates, compares, records, or perturbs designs for verification. Architecture variant: **coverage driven**.",monitor,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_monitor_core,rtl/blocks/debug_and_verification/protocol_monitor_coverage_driven.vhd,tb/blocks/debug_and_verification/tb_protocol_monitor_coverage_driven.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1499,sd_card_controller_multi_channel,Storage,"Flash, SD, NVMe and block storage",Generated family variant,"Controls nonvolatile storage, block commands, caching, or media management. Architecture variant: **multi channel**.",memory_service,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_memory_service_core,rtl/blocks/storage/sd_card_controller_multi_channel.vhd,tb/blocks/storage/tb_sd_card_controller_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1500,lz_token_decoder_iterative,Compression and Coding,"Compression, decompression and channel coding",Generated family variant,Compresses streams or applies forward-error-correction coding. Architecture variant: **iterative**.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/compression_and_coding/lz_token_decoder_iterative.vhd,tb/blocks/compression_and_coding/tb_lz_token_decoder_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1501,dc_offset_remover_iterative,RF and SDR,Digital radio front-end,Generated family variant,"Conditions, converts, combines, or equalizes complex baseband samples. Architecture variant: **iterative**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/rf_and_sdr/dc_offset_remover_iterative.vhd,tb/blocks/rf_and_sdr/tb_dc_offset_remover_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1502,cfar_detector_iterative,Radar and LiDAR,Ranging and detection pipelines,Generated family variant,"Performs ranging, detection, angle estimation, or target tracking. Architecture variant: **iterative**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/radar_and_lidar/cfar_detector_iterative.vhd,tb/blocks/radar_and_lidar/tb_cfar_detector_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1503,battery_monitor_frontend_multi_channel,Automotive,Vehicle-specific logic,Generated family variant,"Supports vehicle timing, gateways, diagnostics, and redundant sensing. Architecture variant: **multi channel**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/automotive/battery_monitor_frontend_multi_channel.vhd,tb/blocks/automotive/tb_battery_monitor_frontend_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1504,time_triggered_scheduler_multi_channel,Aerospace and Time,Deterministic and high-reliability timing,Generated family variant,"Implements precise time, redundant control, or aerospace communications. Architecture variant: **multi channel**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/aerospace_and_time/time_triggered_scheduler_multi_channel.vhd,tb/blocks/aerospace_and_time/tb_time_triggered_scheduler_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1505,boot_rom_controller_multi_channel,Reconfiguration and Management,"Configuration, boot and telemetry",Generated family variant,"Controls configuration images, boot policy, telemetry, and runtime management. Architecture variant: **multi channel**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/reconfiguration_and_management/boot_rom_controller_multi_channel.vhd,tb/blocks/reconfiguration_and_management/tb_boot_rom_controller_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1506,regex_match_engine_iterative,Scientific and Search,Domain accelerators,Generated family variant,"Accelerates search, filtering, sparse computation, or domain-specific kernels. Architecture variant: **iterative**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/scientific_and_search/regex_match_engine_iterative.vhd,tb/blocks/scientific_and_search/tb_regex_match_engine_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1507,bit_set_clear_unit_streaming,Logic and Primitives,Boolean and bit manipulation,Generated family variant,Performs deterministic Boolean or bit-field transformation operations. Architecture variant: **streaming**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/logic_and_primitives/bit_set_clear_unit_streaming.vhd,tb/blocks/logic_and_primitives/tb_bit_set_clear_unit_streaming.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1508,modulo_counter_timestamped,Counters and Timing,"Counters, timers and event measurement",Generated family variant,"Counts cycles, events, pixels, lines, frames, or protocol occurrences. Architecture variant: **timestamped**.",counter,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_counter_core,rtl/blocks/counters_and_timing/modulo_counter_timestamped.vhd,tb/blocks/counters_and_timing/tb_modulo_counter_timestamped.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1509,transaction_controller_fault_tolerant,Control,State machines and sequencers,Generated family variant,"Coordinates ordered operations, state transitions, and exceptional paths. Architecture variant: **fault tolerant**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/control/transaction_controller_fault_tolerant.vhd,tb/blocks/control/tb_transaction_controller_fault_tolerant.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1510,integer_divider_streaming,Integer Compute,Integer arithmetic,Generated family variant,Implements integer arithmetic with selectable latency and resource trade-offs. Architecture variant: **streaming**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/integer_compute/integer_divider_streaming.vhd,tb/blocks/integer_compute/tb_integer_divider_streaming.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1511,fixed_point_rescaler_streaming,Fixed-Point Compute,Fixed-point arithmetic,Generated family variant,Processes signed or unsigned fixed-point values with explicit scaling and rounding. Architecture variant: **streaming**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_datapath_core,rtl/blocks/fixed_point_compute/fixed_point_rescaler_streaming.vhd,tb/blocks/fixed_point_compute/tb_fixed_point_rescaler_streaming.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1512,floating_point_fma_streaming,Floating-Point Compute,Floating-point arithmetic,Generated family variant,Implements configurable floating-point operations and format conversion. Architecture variant: **streaming**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,interface/behavior shell; IEEE-754 compliant core not claimed,bb_datapath_core,rtl/blocks/floating_point_compute/floating_point_fma_streaming.vhd,tb/blocks/floating_point_compute/tb_floating_point_fma_streaming.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1513,vector_compare_streaming,Vector Compute,SIMD and vector datapaths,Generated family variant,Applies the same operation across parallel lanes or reduces lane results. Architecture variant: **streaming**.,vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_vector_mac_core,rtl/blocks/vector_compute/vector_compare_streaming.vhd,tb/blocks/vector_compute/tb_vector_compare_streaming.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1514,matrix_transpose_engine_pipelined,Tensor Compute,Matrix and tensor operations,Generated family variant,"Accelerates matrix, tensor, and tiled multiply-accumulate workloads. Architecture variant: **pipelined**.",vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_vector_mac_core,rtl/blocks/tensor_compute/matrix_transpose_engine_pipelined.vhd,tb/blocks/tensor_compute/tb_matrix_transpose_engine_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
